Date,Close,Open,High,Low,Volume
2025-01-02,325.8800048828125,327.29998779296875,328.95001220703125,319.0400085449219,466300
2025-01-03,340.05999755859375,328.3399963378906,341.9679870605469,326.5799865722656,344100
2025-01-06,336.7200012207031,344.1000061035156,347.0400085449219,332.2699890136719,613300
2025-01-07,320.3500061035156,336.0,336.7300109863281,311.6709899902344,639500
2025-01-08,323.1400146484375,318.3699951171875,325.2049865722656,314.23199462890625,425600
2025-01-10,318.6700134277344,316.9100036621094,319.3599853515625,305.82000732421875,535200
2025-01-13,316.3800048828125,311.55999755859375,317.2449951171875,305.010009765625,399300
2025-01-14,312.5199890136719,320.0,325.0,311.7799987792969,428700
2025-01-15,319.9800109863281,316.9100036621094,323.7200012207031,315.9800109863281,330300
2025-01-16,341.79998779296875,327.6700134277344,355.7799987792969,327.3999938964844,932500
2025-01-17,351.1300048828125,351.80999755859375,356.0,340.5400085449219,742400
2025-01-21,337.2799987792969,353.0,353.010009765625,325.7300109863281,795100
2025-01-22,336.0400085449219,338.79998779296875,343.50299072265625,328.8800048828125,443200
2025-01-23,335.989990234375,335.8500061035156,337.8599853515625,330.0,403900
2025-01-24,328.6000061035156,330.5,335.5199890136719,325.0,445100
2025-01-27,326.82000732421875,320.0,334.2300109863281,311.5799865722656,752000
2025-01-28,350.7200012207031,327.0,351.5050048828125,325.0299987792969,581000
2025-01-29,358.4800109863281,354.7699890136719,363.9599914550781,346.19000244140625,456900
2025-01-30,363.2799987792969,360.0,370.7699890136719,359.44000244140625,504800
2025-01-31,363.989990234375,368.44000244140625,368.44000244140625,361.0,512300
2025-02-03,364.44000244140625,354.9599914550781,365.8399963378906,352.0,577500
2025-02-04,386.1600036621094,367.5899963378906,387.8800048828125,366.73699951171875,781400
2025-02-05,392.0,389.4100036621094,411.69000244140625,385.92999267578125,748600
2025-02-06,389.3599853515625,390.0,392.7099914550781,380.1700134277344,394700
2025-02-07,393.79998779296875,394.80999755859375,400.20001220703125,391.760009765625,717100
2025-02-10,401.45001220703125,398.0799865722656,403.6300048828125,394.0,486800
2025-02-11,383.6600036621094,399.0,399.9800109863281,381.239990234375,574000
2025-02-12,398.1099853515625,377.70001220703125,399.7300109863281,373.29998779296875,1180700
2025-02-13,430.32000732421875,400.9800109863281,431.3699951171875,399.1400146484375,1514000
2025-02-14,432.69000244140625,432.0,436.9800109863281,417.73699951171875,724300
2025-02-18,441.3900146484375,435.0,441.7650146484375,426.3999938964844,666300
2025-02-19,432.5199890136719,439.42999267578125,440.7099914550781,429.2049865722656,822100
2025-02-20,421.7799987792969,430.42999267578125,430.95001220703125,415.989990234375,945800
2025-02-21,385.3500061035156,418.9200134277344,420.4800109863281,383.42999267578125,1079700
2025-02-24,389.8999938964844,390.260009765625,397.29998779296875,372.010009765625,1240900
2025-02-25,385.80999755859375,382.95001220703125,389.739990234375,370.19000244140625,683500
2025-02-26,386.55999755859375,388.75,400.9129943847656,383.7799987792969,857200
2025-02-27,375.7799987792969,391.32000732421875,412.8800048828125,372.8399963378906,1502800
2025-02-28,312.07000732421875,325.05999755859375,329.6099853515625,303.67999267578125,3455400
2025-03-03,295.2300109863281,312.3299865722656,324.25,291.7699890136719,1947100
2025-03-04,294.1499938964844,288.8699951171875,301.9599914550781,276.6700134277344,1285500
2025-03-05,292.739990234375,293.1099853515625,295.8500061035156,284.989990234375,840400
2025-03-06,272.7699890136719,282.79998779296875,286.67999267578125,268.1099853515625,1048800
2025-03-07,295.55999755859375,271.45001220703125,296.9049987792969,268.0299987792969,1586600
2025-03-10,277.17999267578125,286.54998779296875,289.0,263.67999267578125,1706500
2025-03-11,274.9100036621094,277.45001220703125,282.2200012207031,269.44500732421875,1046500
2025-03-12,291.0199890136719,294.6600036621094,295.5,280.2200012207031,957100
2025-03-13,272.489990234375,288.6199951171875,288.8999938964844,269.7699890136719,1035300
2025-03-14,283.5400085449219,280.5,286.739990234375,280.1000061035156,809000
2025-03-17,294.17999267578125,286.7900085449219,301.8550109863281,285.0,919100
2025-03-18,288.80999755859375,294.9100036621094,304.6600036621094,283.8699951171875,650000
2025-03-19,301.1199951171875,289.94000244140625,304.6199951171875,287.1400146484375,673500
2025-03-20,306.1700134277344,296.6499938964844,314.82000732421875,293.2950134277344,606800
2025-03-21,309.29998779296875,300.70001220703125,312.0,294.8160095214844,869200
2025-03-24,330.0,319.1600036621094,331.7300109863281,315.2550048828125,1033400
2025-03-25,340.5,333.1499938964844,341.0899963378906,327.7900085449219,639700
2025-03-26,331.2200012207031,340.0,341.75299072265625,323.42999267578125,1095500
2025-03-27,332.94000244140625,330.6300048828125,340.3599853515625,324.20001220703125,695500
2025-03-28,315.0,330.2300109863281,330.2300109863281,307.3999938964844,888400
2025-03-31,310.5400085449219,307.5299987792969,317.3450012207031,298.6960144042969,778300
