Date,Close,Open,High,Low,Volume
2024-04-01,319.5899963378906,321.0,321.989990234375,313.7200012207031,1830900
2024-04-02,319.54998779296875,312.9200134277344,319.7099914550781,310.9599914550781,2125300
2024-04-03,320.0400085449219,316.57000732421875,323.54998779296875,314.4800109863281,2013400
2024-04-04,309.19000244140625,324.29998779296875,325.989990234375,308.8800048828125,2667000
2024-04-05,315.5,309.7200012207031,317.5,309.3299865722656,1769300
2024-04-08,313.7300109863281,316.17999267578125,316.6400146484375,309.5,1457300
2024-04-09,310.7699890136719,314.989990234375,316.0,308.6300048828125,1860800
2024-04-10,312.5299987792969,305.989990234375,315.08099365234375,305.3399963378906,1939000
2024-04-11,317.79998779296875,313.5400085449219,317.9049987792969,310.135009765625,1869000
2024-04-12,309.04998779296875,313.8900146484375,314.8699951171875,307.0,2176300
2024-04-15,299.5,310.0299987792969,312.0,298.3900146484375,2571600
2024-04-16,299.1499938964844,297.54998779296875,301.6499938964844,296.79998779296875,1828300
2024-04-17,293.69000244140625,304.0,304.79998779296875,291.7099914550781,2290300
2024-04-18,294.1000061035156,293.0,297.5,290.17999267578125,2100000
2024-04-19,282.6400146484375,291.95001220703125,292.7300109863281,280.8800048828125,3116600
2024-04-22,289.1499938964844,285.739990234375,291.2900085449219,281.3999938964844,2483400
2024-04-23,299.6499938964844,292.2099914550781,302.80999755859375,292.1700134277344,2593000
2024-04-24,297.6199951171875,303.6000061035156,304.82000732421875,294.739990234375,1656200
2024-04-25,298.0199890136719,289.55999755859375,299.8500061035156,287.9100036621094,2022100
2024-04-26,304.07000732421875,300.3399963378906,305.7799987792969,298.2699890136719,2007800
2024-04-29,304.0400085449219,312.57000732421875,313.8630065917969,302.04998779296875,1899600
2024-04-30,292.5400085449219,302.0,303.06500244140625,292.3299865722656,1930200
2024-05-01,295.44000244140625,290.44000244140625,302.5,288.54998779296875,2090800
2024-05-02,303.5400085449219,303.7550048828125,307.94000244140625,298.0429992675781,3920500
2024-05-03,310.2099914550781,304.760009765625,311.54998779296875,300.0,4080800
2024-05-06,317.80999755859375,307.3800048828125,317.8999938964844,304.29998779296875,2903500
2024-05-07,312.54998779296875,315.7099914550781,321.5150146484375,311.6499938964844,3199000
2024-05-08,313.760009765625,311.8800048828125,319.2300109863281,308.57000732421875,2073100
2024-05-09,317.94000244140625,313.0299987792969,318.25,309.3800048828125,2158400
2024-05-10,320.760009765625,320.0,327.5,318.3900146484375,2657400
2024-05-13,319.17999267578125,325.0,325.0,316.6300048828125,1894400
2024-05-14,329.54998779296875,319.19000244140625,330.7900085449219,319.17999267578125,2948700
2024-05-15,343.1199951171875,333.2099914550781,344.3699951171875,330.92999267578125,3143200
2024-05-16,339.05999755859375,343.0,344.0799865722656,338.8299865722656,2074700
2024-05-17,345.92999267578125,340.0,346.2799987792969,338.7099914550781,2044900
2024-05-20,348.75,346.0,349.5899963378906,344.6499938964844,2175000
2024-05-21,349.32000732421875,343.05499267578125,351.6499938964844,340.5199890136719,2099300
2024-05-22,345.4200134277344,350.0,352.94000244140625,342.8599853515625,1907500
2024-05-23,342.3500061035156,350.0,350.4100036621094,341.2749938964844,1836000
2024-05-24,351.4700012207031,342.6700134277344,355.75,340.80999755859375,2670000
2024-05-28,346.82000732421875,358.6400146484375,358.8399963378906,343.1099853515625,3235300
2024-05-29,349.5199890136719,342.010009765625,353.5400085449219,341.9599914550781,2638900
2024-05-30,315.9200134277344,346.1499938964844,346.6300048828125,314.1300048828125,6143300
2024-05-31,313.6700134277344,329.760009765625,329.7699890136719,306.5,5401800
2024-06-03,308.69000244140625,319.3699951171875,319.4800109863281,305.1099853515625,4364700
2024-06-04,305.5799865722656,310.0,312.3800048828125,303.5050048828125,8475400
2024-06-05,342.17999267578125,334.6099853515625,342.5899963378906,316.3900146484375,16035600
2024-06-06,340.489990234375,342.92999267578125,349.3399963378906,336.19000244140625,4683500
2024-06-07,349.1199951171875,343.0,349.9200134277344,337.1300048828125,5096800
2024-06-10,374.57000732421875,367.1000061035156,384.9800109863281,367.1000061035156,15590700
2024-06-11,384.6300048828125,372.8599853515625,385.0,370.1400146484375,7011700
2024-06-12,387.3699951171875,390.25,390.7049865722656,378.8699951171875,5827800
2024-06-13,382.80999755859375,387.8500061035156,389.8900146484375,380.94000244140625,3969500
2024-06-14,385.43499755859375,382.0,388.3450012207031,381.1499938964844,3415000
2024-06-17,390.42999267578125,382.75,394.6400146484375,376.54998779296875,4853100
2024-06-18,389.510009765625,390.0,393.2900085449219,386.6600036621094,4092800
2024-06-20,382.1400146484375,390.260009765625,393.25,379.20001220703125,5848000
2024-06-21,380.6300048828125,380.6300048828125,381.0,370.70001220703125,52256000
2024-06-24,377.92999267578125,375.1000061035156,381.760009765625,374.0,5400900
2024-06-25,386.760009765625,379.75,387.80999755859375,379.5450134277344,3146300
2024-06-26,380.3699951171875,385.5899963378906,387.510009765625,379.75,2952100
2024-06-27,387.2900085449219,381.0,391.5400085449219,379.94000244140625,3666300
2024-06-28,383.19000244140625,389.3299865722656,393.2900085449219,381.7820129394531,8480500
2024-07-01,392.1499938964844,385.2799987792969,392.739990234375,377.9200134277344,2880200
2024-07-02,385.04998779296875,382.2699890136719,387.1650085449219,381.4700012207031,3242700
2024-07-03,387.17999267578125,384.25,390.0799865722656,382.38299560546875,1456800
2024-07-05,389.67999267578125,387.8699951171875,391.4649963378906,385.30999755859375,1909000
2024-07-08,390.7099914550781,390.3680114746094,397.1199951171875,379.7900085449219,2976500
2024-07-09,385.8800048828125,392.510009765625,398.3269958496094,383.20001220703125,2967600
2024-07-10,374.45001220703125,385.0,385.0199890136719,365.5899963378906,5826700
2024-07-11,370.42999267578125,375.69000244140625,379.7799987792969,367.5,3125500
